d,agent_energy0,pred_energy0,arm,seed,outcome,event_time,censored_at_10s,steps_run,min_separation,min_separation_time,time_chase,time_circle,time_no_target,time_sleep,time_unidentified,predicate_mismatches,decision_steps,first_pred_perception_loss,first_sleep,first_wake_after_sleep,first_below_sprint_threshold,first_sprint_clamp,first_circle,first_chase,sleep_agent_energy,sleep_separation,sleep_escape_displacement,sleep_agent_energy_ge_20pct,survived_until_pred_sleep,final_t,final_agent_energy,final_separation,final_escape_displacement,final_pred_energy,pred_asleep_at_end,agent_energy_used,agent_move_cost,agent_turn_cost,agent_drain_derived,pred_displacement,pred_displacement_along_escape,pred_energy_used,runtime_sec,trajectory_digest_norng,trajectory_digest,validity
80,150,200,A10,2,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.89999999999992,7.0,0.5,1.3999999999999204,210.0,210.0,0.0,0.02752179990056902,e5b1df53b2e2eeaf,82615db6c38a57bc,valid
80,150,200,F10,2,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.39999999999992,7.0,0.0,1.3999999999999204,210.0,210.0,0.0,0.03412600001320243,c3b04067681c21f0,1c0ac2dd5df1697c,valid
80,150,200,A15,2,captured,3.0,False,30,10.0,3.0,3.0,0,0,0,0,0,30,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.7,1.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,3.0,,,380.0,200.0,False,58.49999999999983,55.0,0.5,2.9999999999998295,450.0,450.0,0.0,0.057205500081181526,750a6375db5bc592,1e31d4dbf804a2c8,valid
80,150,200,F15,2,captured,3.1,False,31,10.0,3.1,1.3,1.8,0,0,0,0,31,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,0.1,1.9,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,3.1,,,395.0,200.0,False,61.099999999999824,58.0,0.0,3.099999999999824,465.0,465.0,0.0,0.0529822000535205,637d19e5e7979e10,6d8e594dd71c3a25,valid
80,150,200,A20,2,captured,3.2,False,32,10.0,3.2,3.2,0,0,0,0,0,32,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.0,1.0,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,3.2,,,410.0,200.0,False,64.69999999999982,61.0,0.5,3.199999999999818,480.0,480.0,0.0,0.051175600034184754,e20fbbebee1173e5,e10e624caa54a0e6,valid
80,150,200,F20,2,captured,3.2,False,32,10.0,3.2,1.3,1.9,0,0,0,0,32,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.0,1.0,0.1,2.0,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,3.2,,,410.0,200.0,False,64.19999999999982,61.0,0.0,3.199999999999818,480.0,480.0,0.0,0.06365210004150867,b8d5ce2fbb2d42ec,ce9f40e51feaafbd,valid
80,300,101,S0,0,captured,0.5,False,5,5.0,0.5,0.5,0,0,0,0,0,5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.5,,,-0.0,200.0,False,0.5000000000001137,0.0,0.0,0.5000000000001137,75.0,75.0,-99.0,0.0093695999821648,b19beb819e3133de,9930a986de940e60,valid
80,300,101,A10,0,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.900000000000318,7.0,0.5,1.4000000000003183,210.0,210.0,-99.0,0.029977999976836145,26c9a39a611b2c27,817351e4fabba63d,valid
80,300,101,F10,0,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.400000000000318,7.0,0.0,1.4000000000003183,210.0,210.0,-99.0,0.025384799926541746,e2e49d73701f0eef,1bbe6bbee7dd2e48,valid
80,300,101,A15,0,survived_horizon,,True,100,80,0.0,8.9,0,0.8,0.3,0,0,97,6.4,9.7,not observed before death/horizon,6.6,6.6,not observed before death/horizon,0.1,78.80000000000015,212.15524183964243,1295.0,False,True,10.0,77.00000000000017,242.15523727482503,1325.0,8.573206312378456,True,222.99999999999983,212.5,0.5,9.99999999999983,1162.8448017292956,1162.8447950068391,92.42679368762154,0.16929899994283915,d591c67ec112c28c,97caf4b1e3193ce4,valid
80,300,101,F15,0,survived_horizon,,True,100,80,0.0,0,7.1,2.6,0.3,0,0,97,6.4,9.7,not observed before death/horizon,6.6,6.6,0.1,not observed before death/horizon,79.30000000000015,237.94248917856794,1295.0,False,True,10.0,77.50000000000017,267.7063217955407,1325.0,8.43532896966387,True,222.49999999999983,212.5,0.0,9.99999999999983,1139.604241350016,1139.1658904532555,92.56467103033613,0.4438590999925509,9c41f7e926f55aac,e0a9ddf0a8de22aa,valid
80,300,101,A20,0,survived_horizon,,True,100,80,0.0,2.8,0,6.8,0.4,0,0,96,2.9,9.6,not observed before death/horizon,3.7,3.7,not observed before death/horizon,0.1,61.90000000000032,256.28773808473545,1320.0,False,True,10.0,59.50000000000031,296.2439873163304,1360.0,11.65843664351119,True,240.4999999999997,230.0,0.5,9.999999999999687,1144.1088532982797,1144.036308393898,89.3415633564888,0.2017886999528855,22a68d5708c746ec,e6a2abb113cfaedb,valid
80,300,101,F20,0,survived_horizon,,True,100,80,0.0,0,2.8,6.8,0.4,0,0,96,2.9,9.6,not observed before death/horizon,3.7,3.7,0.1,not observed before death/horizon,62.400000000000325,256.28773808473545,1320.0,False,True,10.0,60.00000000000032,296.2439873163304,1360.0,11.65843664351119,True,239.9999999999997,230.0,0.0,9.999999999999687,1144.1088532982797,1144.036308393898,89.3415633564888,0.1477922999765724,48fdc5bab46f087d,ae9d0da3b628b6a2,valid
80,300,101,S0,1,captured,0.5,False,5,5.0,0.5,0.5,0,0,0,0,0,5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.5,,,-0.0,200.0,False,0.5000000000001137,0.0,0.0,0.5000000000001137,75.0,75.0,-99.0,0.010779200005345047,b19beb819e3133de,df505e6e60682564,valid
80,300,101,A10,1,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.900000000000318,7.0,0.5,1.4000000000003183,210.0,210.0,-99.0,0.035131500102579594,26c9a39a611b2c27,bf32a7b4be257979,valid
80,300,101,F10,1,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.400000000000318,7.0,0.0,1.4000000000003183,210.0,210.0,-99.0,0.025184100028127432,e2e49d73701f0eef,1c26d4e69d093633,valid
80,300,101,A15,1,survived_horizon,,True,100,80,0.0,6.3,0,3.3,0.4,0,0,96,6.4,9.6,not observed before death/horizon,6.6,6.6,not observed before death/horizon,0.1,79.40000000000015,253.448705179275,1285.0,False,True,10.0,77.00000000000017,290.29236281866565,1325.0,11.910075032215492,True,222.99999999999983,212.5,0.5,9.99999999999983,1139.4828380931735,1134.5823780775906,89.08992496778451,0.14421069994568825,9cb13436225e4785,779898e02e7e20a9,valid
80,300,101,F15,1,survived_horizon,,True,100,80,0.0,0,6.3,3.3,0.4,0,0,96,6.4,9.6,not observed before death/horizon,6.6,6.6,0.1,not observed before death/horizon,79.90000000000015,253.448705179275,1285.0,False,True,10.0,77.50000000000017,290.29236281866565,1325.0,11.910075032215492,True,222.49999999999983,212.5,0.0,9.99999999999983,1139.4828380931735,1134.5823780775906,89.08992496778451,0.15419720008503646,5a1f48b539bc00ae,0cc5b327b733eb47,valid
80,300,101,A20,1,survived_horizon,,True,100,80,0.0,2.8,0,6.8,0.4,0,0,96,2.9,9.6,not observed before death/horizon,3.7,3.7,not observed before death/horizon,0.1,61.90000000000032,270.1877676358112,1320.0,False,True,10.0,59.50000000000031,308.444357217834,1360.0,11.630531834315963,True,240.4999999999997,230.0,0.5,9.999999999999687,1146.3961878851196,1143.293853506254,89.36946816568404,0.1964841999579221,c6fb6d2d0c172d69,7a004736d832edc5,valid
80,300,101,F20,1,survived_horizon,,True,100,80,0.0,0,2.8,6.8,0.4,0,0,96,2.9,9.6,not observed before death/horizon,3.7,3.7,0.1,not observed before death/horizon,62.400000000000325,270.1877676358112,1320.0,False,True,10.0,60.00000000000032,308.444357217834,1360.0,11.630531834315963,True,239.9999999999997,230.0,0.0,9.999999999999687,1146.3961878851196,1143.293853506254,89.36946816568404,0.19182599999476224,4375d45064df4de6,46a2b95b79eb774f,valid
