d,agent_energy0,pred_energy0,arm,speed,delta_deg,seed,outcome,event_time,censored_at_30s,steps_run,post_death_steps_run,min_separation,min_separation_time,time_chase,time_circle,time_edge_avoid,time_wander,time_sleep,time_ambiguous,time_unidentified,predicate_mismatches,decision_steps,eligible_circle_ticks,eligible_edge_avoid_ticks,nonzero_pivot_ticks,any_edge_ever_in_controller_obs,any_edge_ever_in_pred_obs,first_pred_perception_loss,first_sleep,first_wake_after_sleep,first_below_sprint_threshold,first_sprint_clamp,final_t,final_agent_energy,final_separation,final_pred_energy,pred_asleep_at_end,agent_energy_used,agent_move_cost,agent_turn_cost,pred_displacement_along_escape_from_own_start,pred_dist_from_ref_final,pred_energy_at_kill_pre,pred_energy_at_kill_post,pred_xy_at_kill,killed_agent_energy_pre_removal,post_death_snapshots,post_death_final_pred_xy,post_death_min_dist_to_ref,post_death_wake_events,post_death_sleep_events,runtime_sec,trajectory_digest_norng,trajectory_digest,validity
80,150,200,S20_D-15,20.0,-15.0,1,captured,4.4,False,44,100,10.067638894220226,4.4,1.1,3.3,0,0,0,0,0,0,44,33,0,44,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.0,1.0,4.4,,,165.6379160829157,False,,67.0,0.38680065042481715,600.070027997599,520.0726747584027,87.42471673334026,165.6379160829157,"[-520.070027997599, -1.6592193754740947]",78.21319934957543,"{""+1s"": {""pred_xy"": [-628.3223697586927, -19.66080614414477], ""pred_energy"": 160.07593206626498, ""pred_resting"": false, ""dist_to_ref"": 628.6298971870627}, ""+5s"": {""pred_xy"": [-1065.3185953552356, -7.064121109684493], ""pred_energy"": 137.74092263307207, ""pred_resting"": false, ""dist_to_ref"": 1065.342016169786}, ""+10s"": {""pred_xy"": [-1580.018070106482, -181.55424334614509], ""pred_energy"": 109.83015793625474, ""pred_resting"": false, ""dist_to_ref"": 1590.4147399782244}}","[-1580.018070106482, -181.55424334614509]",531.0724525033623,0,0,0.09312500001396984,09caec52e4f76ad4,4e478fc622d036c5,valid
80,150,200,S20_D-15,20.0,-15.0,2,captured,4.4,False,44,100,10.067638894220226,4.4,1.1,3.3,0,0,0,0,0,0,44,33,0,44,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.0,1.0,4.4,,,165.6379160829157,False,,67.0,0.38680065042481715,600.070027997599,520.0726747584027,87.42471673334026,165.6379160829157,"[-520.070027997599, -1.6592193754740947]",78.21319934957543,"{""+1s"": {""pred_xy"": [-629.2048537633436, 9.789091933523196], ""pred_energy"": 160.0465719578984, ""pred_resting"": false, ""dist_to_ref"": 629.280997901759}, ""+5s"": {""pred_xy"": [-1044.0564067882879, 139.40894227846184], ""pred_energy"": 137.73466620119225, ""pred_resting"": false, ""dist_to_ref"": 1053.322663642471}, ""+10s"": {""pred_xy"": [-1576.9807190626152, 164.64354097256455], ""pred_energy"": 109.83890968457104, ""pred_resting"": false, ""dist_to_ref"": 1585.5521700275988}}","[-1576.9807190626152, 164.64354097256455]",531.0724525033623,0,0,0.07822439994197339,09caec52e4f76ad4,424ebdff9c68f2e1,valid
80,300,101,S10_D0,10.0,0.0,0,captured,1.4,False,14,100,10.0,1.4,1.3,0.1,0,0,0,0,0,0,14,1,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.4,,,200.0,False,,7.0,0.0,210.0,130.0,65.30000000000004,200.0,"[-130.0, 0.0]",291.5999999999997,"{""+1s"": {""pred_xy"": [-238.34245486399413, -15.75898799150491], ""pred_energy"": 194.44185839681748, ""pred_resting"": false, ""dist_to_ref"": 238.86287173420544}, ""+5s"": {""pred_xy"": [-609.005858549699, -241.71203047623385], ""pred_energy"": 172.1043359196038, ""pred_resting"": false, ""dist_to_ref"": 655.2196894361462}, ""+10s"": {""pred_xy"": [-1135.0337182055891, -327.92099573991163], ""pred_energy"": 144.17257128656223, ""pred_resting"": false, ""dist_to_ref"": 1181.4540705887216}}","[-1135.0337182055891, -327.92099573991163]",141.0,0,0,0.03363079996779561,e8006f5ee0de2a44,ed56eaf0278b0c11,valid
80,300,101,S10_D0,10.0,0.0,1,captured,1.4,False,14,100,10.0,1.4,1.3,0.1,0,0,0,0,0,0,14,1,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.4,,,200.0,False,,7.0,0.0,210.0,130.0,65.30000000000004,200.0,"[-130.0, 0.0]",291.5999999999997,"{""+1s"": {""pred_xy"": [-239.80053057708392, 4.673063878432913], ""pred_energy"": 194.4290345377026, ""pred_resting"": false, ""dist_to_ref"": 239.84605894419627}, ""+5s"": {""pred_xy"": [-670.9667289655163, 68.5699706039295], ""pred_energy"": 172.15567994586064, ""pred_resting"": false, ""dist_to_ref"": 674.4614090126346}, ""+10s"": {""pred_xy"": [-1211.4268156640828, 79.88469261814589], ""pred_energy"": 144.2423716051006, ""pred_resting"": false, ""dist_to_ref"": 1214.0578626345268}}","[-1211.4268156640828, 79.88469261814589]",141.0,0,0,0.036396300070919096,e8006f5ee0de2a44,dbf1bef39c57bd54,valid
80,300,101,S10_D0,10.0,0.0,2,captured,1.4,False,14,100,10.0,1.4,1.3,0.1,0,0,0,0,0,0,14,1,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.4,,,200.0,False,,7.0,0.0,210.0,130.0,65.30000000000004,200.0,"[-130.0, 0.0]",291.5999999999997,"{""+1s"": {""pred_xy"": [-238.80183666132507, -13.372956404003162], ""pred_energy"": 194.41700950801516, ""pred_resting"": false, ""dist_to_ref"": 239.1759878328206}, ""+5s"": {""pred_xy"": [-675.1232058722262, -29.43043518452305], ""pred_energy"": 172.0951639496943, ""pred_resting"": false, ""dist_to_ref"": 675.7643772960681}, ""+10s"": {""pred_xy"": [-1209.5390129070374, 39.70753730542765], ""pred_energy"": 144.19815196033116, ""pred_resting"": false, ""dist_to_ref"": 1210.1906098887862}}","[-1209.5390129070374, 39.70753730542765]",141.0,0,0,0.037149099982343614,e8006f5ee0de2a44,77856151e99814b4,valid
80,300,101,S10_D+15,10.0,15.0,0,captured,1.5,False,15,100,14.228971814015088,1.5,1.3,0.2,0,0,0,0,0,0,15,2,0,15,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.5,,,200.0,False,,7.5,0.11116907840397516,215.77132318363874,135.77135409936685,62.67569330667614,200.0,"[-135.77132318363874, 0.09162390288292954]",290.8888309215957,"{""+1s"": {""pred_xy"": [-244.86916465868399, 13.238733089414382], ""pred_energy"": 194.4293177807291, ""pred_resting"": false, ""dist_to_ref"": 245.22677638148417}, ""+5s"": {""pred_xy"": [-682.0055417567955, 21.9720967907906], ""pred_energy"": 172.1216235578595, ""pred_resting"": false, ""dist_to_ref"": 682.3593862653053}, ""+10s"": {""pred_xy"": [-1201.8976555355966, -93.89625436174356], ""pred_energy"": 144.28946544273063, ""pred_resting"": false, ""dist_to_ref"": 1205.5598205668307}}","[-1201.8976555355966, -93.89625436174356]",146.76540696665802,0,0,0.037089699995703995,8bad1dd4785b35ef,69103b3b9efa9b40,valid
80,300,101,S10_D+15,10.0,15.0,1,captured,1.5,False,15,100,14.228971814015088,1.5,1.3,0.2,0,0,0,0,0,0,15,2,0,15,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.5,,,200.0,False,,7.5,0.11116907840397516,215.77132318363874,135.77135409936685,62.67569330667614,200.0,"[-135.77132318363874, 0.09162390288292954]",290.8888309215957,"{""+1s"": {""pred_xy"": [-245.1849005577651, 9.994500517386768], ""pred_energy"": 194.41547800979998, ""pred_resting"": false, ""dist_to_ref"": 245.3885194994118}, ""+5s"": {""pred_xy"": [-676.6059664462446, 69.2906031216944], ""pred_energy"": 172.09618009199735, ""pred_resting"": false, ""dist_to_ref"": 680.1447063027285}, ""+10s"": {""pred_xy"": [-1158.4500466466325, 297.8731116321942], ""pred_energy"": 144.14963320494022, ""pred_resting"": false, ""dist_to_ref"": 1196.1333124735847}}","[-1158.4500466466325, 297.8731116321942]",146.76540696665802,0,0,0.03749710007105023,8bad1dd4785b35ef,277429be974e2f75,valid
80,300,101,S10_D+15,10.0,15.0,2,captured,1.5,False,15,100,14.228971814015088,1.5,1.3,0.2,0,0,0,0,0,0,15,2,0,15,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.5,,,200.0,False,,7.5,0.11116907840397516,215.77132318363874,135.77135409936685,62.67569330667614,200.0,"[-135.77132318363874, 0.09162390288292954]",290.8888309215957,"{""+1s"": {""pred_xy"": [-244.7235169212363, -7.286251803480809], ""pred_energy"": 194.41433889090223, ""pred_resting"": false, ""dist_to_ref"": 244.83196114813595}, ""+5s"": {""pred_xy"": [-657.398952744008, -155.84659671624922], ""pred_energy"": 172.09462420532066, ""pred_resting"": false, ""dist_to_ref"": 675.6193786274605}, ""+10s"": {""pred_xy"": [-1203.7512303479716, -160.6633317734022], ""pred_energy"": 144.24267121488927, ""pred_resting"": false, ""dist_to_ref"": 1214.4256793813222}}","[-1203.7512303479716, -160.6633317734022]",146.76540696665802,0,0,0.03813690005335957,8bad1dd4785b35ef,877420da7bf1d1f9,valid
80,300,101,S10_D-15,10.0,-15.0,0,captured,1.5,False,15,100,14.228971814015088,1.5,1.3,0.2,0,0,0,0,0,0,15,2,0,15,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.5,,,200.0,False,,7.5,0.11116907840397516,215.77132318363874,135.77135409936685,62.67569330667614,200.0,"[-135.77132318363874, -0.09162390288292954]",290.8888309215957,"{""+1s"": {""pred_xy"": [-245.52004961183775, 5.422226100959051], ""pred_energy"": 194.4293177807291, ""pred_resting"": false, ""dist_to_ref"": 245.57991631501383}, ""+5s"": {""pred_xy"": [-682.2025871693222, -16.322778299160746], ""pred_energy"": 172.1216235578595, ""pred_resting"": false, ""dist_to_ref"": 682.3978334021293}, ""+10s"": {""pred_xy"": [-1192.7582185760912, -168.13263307490342], ""pred_energy"": 144.28946544273063, ""pred_resting"": false, ""dist_to_ref"": 1204.55001983542}}","[-1192.7582185760912, -168.13263307490342]",146.76540696665802,0,0,0.034172700019553304,75b37278ace734b0,e0a70ae09fa94a9f,valid
80,300,101,S10_D-15,10.0,-15.0,1,captured,1.5,False,15,100,14.228971814015088,1.5,1.3,0.2,0,0,0,0,0,0,15,2,0,15,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.5,,,200.0,False,,7.5,0.11116907840397516,215.77132318363874,135.77135409936685,62.67569330667614,200.0,"[-135.77132318363874, -0.09162390288292954]",290.8888309215957,"{""+1s"": {""pred_xy"": [-245.6089787742476, 2.163879013330188], ""pred_energy"": 194.41547800979998, ""pred_resting"": false, ""dist_to_ref"": 245.61851075786845}, ""+5s"": {""pred_xy"": [-680.1130148236316, 31.256945768278456], ""pred_energy"": 172.09618009199735, ""pred_resting"": false, ""dist_to_ref"": 680.8308964722814}, ""+10s"": {""pred_xy"": [-1176.7124284830943, 225.71183301512974], ""pred_energy"": 144.14963320494022, ""pred_resting"": false, ""dist_to_ref"": 1198.1644173107593}}","[-1176.7124284830943, 225.71183301512974]",146.76540696665802,0,0,0.040137600037269294,75b37278ace734b0,3e0facbb8d710958,valid
80,300,101,S10_D-15,10.0,-15.0,2,captured,1.5,False,15,100,14.228971814015088,1.5,1.3,0.2,0,0,0,0,0,0,15,2,0,15,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.5,,,200.0,False,,7.5,0.11116907840397516,215.77132318363874,135.77135409936685,62.67569330667614,200.0,"[-135.77132318363874, -0.09162390288292954]",290.8888309215957,"{""+1s"": {""pred_xy"": [-243.94469313235004, -15.04273102285515], ""pred_energy"": 194.41433889090223, ""pred_resting"": false, ""dist_to_ref"": 244.40805441732562}, ""+5s"": {""pred_xy"": [-645.2664150692199, -191.99489098067625], ""pred_energy"": 172.09462420532066, ""pred_resting"": false, ""dist_to_ref"": 673.2241711190742}, ""+10s"": {""pred_xy"": [-1189.9553435408743, -234.8665993680679], ""pred_energy"": 144.24267121488927, ""pred_resting"": false, ""dist_to_ref"": 1212.9122141029832}}","[-1189.9553435408743, -234.8665993680679]",146.76540696665802,0,0,0.049561799969524145,75b37278ace734b0,987a5b1fc906b831,valid
80,300,101,S15_D0,15.0,0.0,0,energy_death,23.0,False,230,100,80,0.0,0,7.1,0,12.5,3.4,0,0,0,196,71,0,8,False,False,6.4,9.7,13.2,6.6,6.6,23.0,,,46.224575024866496,False,,277.5,0.0,1891.263222037458,1942.7100360021927,,,,,"{""+1s"": {""pred_xy"": [-1879.1190745841577, -788.9344404378544], ""pred_energy"": 40.644477522236706, ""pred_resting"": false, ""dist_to_ref"": 2038.0152226553687}, ""+5s"": {""pred_xy"": [-2166.947230952308, -1120.1714903958273], ""pred_energy"": 18.356133611116604, ""pred_resting"": false, ""dist_to_ref"": 2439.3532892198054}, ""+10s"": {""pred_xy"": [-2445.234547776765, -1341.3962905100698], ""pred_energy"": 50.95953880466142, ""pred_resting"": true, ""dist_to_ref"": 2788.999103950235}}","[-2445.234547776765, -1341.3962905100698]",1951.8853829766792,0,1,0.22198199992999434,c66916d768bc870e,ceb1adbb244169b6,valid
80,300,101,S15_D0,15.0,0.0,1,energy_death,23.0,False,230,100,80,0.0,0,6.3,0,13.3,3.4,0,0,0,196,63,0,0,False,False,6.4,9.6,13.1,6.6,6.6,23.0,,,46.13344196855016,False,,277.5,0.0,2196.5427939979854,2118.4405930293865,,,,,"{""+1s"": {""pred_xy"": [-2212.544111287748, 36.40880707794804], ""pred_energy"": 40.567101506466805, ""pred_resting"": false, ""dist_to_ref"": 2212.843655938424}, ""+5s"": {""pred_xy"": [-2636.470155963958, -33.111478921451635], ""pred_energy"": 18.17421014262616, ""pred_resting"": false, ""dist_to_ref"": 2636.6780716130256}, ""+10s"": {""pred_xy"": [-2993.4450003187085, 3.7996987131791684], ""pred_energy"": 50.78248444850555, ""pred_resting"": true, ""dist_to_ref"": 2993.447411872035}}","[-2993.4450003187085, 3.7996987131791684]",2128.3591753281003,0,1,0.2062644000397995,cbb0fc3303927332,f0194beb85ad31a5,valid
80,300,101,S15_D0,15.0,0.0,2,energy_death,23.0,False,230,100,80,0.0,0,7.1,0,12.5,3.4,0,0,0,196,71,0,8,False,False,6.4,9.6,13.1,6.6,6.6,23.0,,,46.11658381829207,False,,277.5,0.0,2203.9124729405285,2124.4781815460115,,,,,"{""+1s"": {""pred_xy"": [-2227.3093696543847, -86.12995664898426], ""pred_energy"": 40.53943776647685, ""pred_resting"": false, ""dist_to_ref"": 2228.9740683961686}, ""+5s"": {""pred_xy"": [-2662.781163917045, -119.88510790931923], ""pred_energy"": 18.26398679952306, ""pred_resting"": false, ""dist_to_ref"": 2665.4785622866752}, ""+10s"": {""pred_xy"": [-3008.4436350972446, -226.09708344295723], ""pred_energy"": 50.84523107713129, ""pred_resting"": true, ""dist_to_ref"": 3016.9277413783934}}","[-3008.4436350972446, -226.09708344295723]",2135.083275596099,0,1,0.20843410002999008,470c13c3c2c72be7,bf0ba0a5e36927dc,valid
80,300,101,S15_D+15,15.0,15.0,0,energy_death,22.9,False,229,100,80,0.0,0,4.7,0,14.8,3.4,0,0,0,195,47,0,47,False,False,4.8,9.6,13.1,6.6,6.6,22.9,,,46.43014845979746,False,,277.0,0.16835876369916036,1626.6871380727134,1870.9948809075088,,,,,"{""+1s"": {""pred_xy"": [-1623.9143663237173, 1130.9891297532267], ""pred_energy"": 40.8660565641703, ""pred_resting"": false, ""dist_to_ref"": 1978.947771107798}, ""+5s"": {""pred_xy"": [-1914.2304855949697, 1459.8653592533974], ""pred_energy"": 18.55759167848764, ""pred_resting"": false, ""dist_to_ref"": 2407.3814029208593}, ""+10s"": {""pred_xy"": [-2063.758158320401, 1796.8211638581088], ""pred_energy"": 47.61676015292914, ""pred_resting"": true, ""dist_to_ref"": 2736.3596311381334}}","[-2063.758158320401, 1796.8211638581088]",1881.728452295144,0,1,0.21227030002046376,e32fdf6c63cea272,70da97bc133655cc,valid
80,300,101,S15_D+15,15.0,15.0,1,energy_death,22.9,False,229,100,80,0.0,0,4.7,0,14.8,3.4,0,0,0,195,47,0,47,False,False,4.8,9.6,13.1,6.6,6.6,22.9,,,46.42433035188334,False,,277.0,0.16835876369916036,1653.2364476706534,1903.0610606449175,,,,,"{""+1s"": {""pred_xy"": [-1662.3046406028388, 1135.2008804849374], ""pred_energy"": 40.8317720231826, ""pred_resting"": false, ""dist_to_ref"": 2012.9425618292018}, ""+5s"": {""pred_xy"": [-1988.0060476783356, 1427.0344647171023], ""pred_energy"": 18.50551853132396, ""pred_resting"": false, ""dist_to_ref"": 2447.1606831379227}, ""+10s"": {""pred_xy"": [-2246.7830416007, 1690.8407736012432], ""pred_energy"": 47.50443013105857, ""pred_resting"": true, ""dist_to_ref"": 2811.9346645498263}}","[-2246.7830416007, 1690.8407736012432]",1914.0512414640089,0,1,0.23366810008883476,3bc499ed4cf4247e,78ee1f7a8c5c96fd,valid
80,300,101,S15_D+15,15.0,15.0,2,energy_death,22.9,False,229,100,80,0.0,0,4.7,0,14.8,3.4,0,0,0,195,47,0,47,False,False,4.8,9.6,13.1,6.6,6.6,22.9,,,46.41980157831067,False,,277.0,0.16835876369916036,1796.6758361660195,1937.0807143159104,,,,,"{""+1s"": {""pred_xy"": [-1815.6872300616642, 944.8513586508016], ""pred_energy"": 40.85676048671314, ""pred_resting"": false, ""dist_to_ref"": 2046.8180689434184}, ""+5s"": {""pred_xy"": [-2170.7190200333425, 1198.9099506422554], ""pred_energy"": 18.572445822990794, ""pred_resting"": false, ""dist_to_ref"": 2479.7996156309746}, ""+10s"": {""pred_xy"": [-2516.2249504093443, 1339.0410694258535], ""pred_energy"": 47.6181897398584, ""pred_resting"": true, ""dist_to_ref"": 2850.3366444459925}}","[-2516.2249504093443, 1339.0410694258535]",1947.948575498892,0,1,0.2763035000534728,6c2a5b748c8f61c1,f3028d622f8ee800,valid
80,300,101,S15_D-15,15.0,-15.0,0,energy_death,22.9,False,229,100,80,0.0,0,4.7,0,14.8,3.4,0,0,0,195,47,0,47,False,False,4.8,9.6,13.1,6.6,6.6,22.9,,,46.430148459797444,False,,277.0,0.16835876369916036,2043.2102505418043,2020.8250582725846,,,,,"{""+1s"": {""pred_xy"": [-2061.4728512045886, -528.3223761885647], ""pred_energy"": 40.866056564170286, ""pred_resting"": false, ""dist_to_ref"": 2128.0965319823035}, ""+5s"": {""pred_xy"": [-2464.0807002490847, -702.5347274347796], ""pred_energy"": 18.557591678487626, ""pred_resting"": false, ""dist_to_ref"": 2562.274134551547}, ""+10s"": {""pred_xy"": [-2830.7764235512122, -740.3763140746469], ""pred_energy"": 47.616760152929125, ""pred_resting"": true, ""dist_to_ref"": 2925.995940970553}}","[-2830.7764235512122, -740.3763140746469]",2031.611744177169,0,1,0.25568189995829016,a0afb32aa680814b,b2db92a135f15724,valid
80,300,101,S15_D-15,15.0,-15.0,1,energy_death,22.9,False,229,100,80,0.0,0,4.7,0,14.8,3.4,0,0,0,195,47,0,47,False,False,4.8,9.6,13.1,6.6,6.6,22.9,,,46.42433035188334,False,,277.0,0.16835876369916036,2068.5300750911774,2050.129813722568,,,,,"{""+1s"": {""pred_xy"": [-2077.365003972027, -563.5216870322174], ""pred_energy"": 40.8317720231826, ""pred_resting"": false, ""dist_to_ref"": 2152.4409519156}, ""+5s"": {""pred_xy"": [-2455.7077043905283, -782.8503183068133], ""pred_energy"": 18.50551853132396, ""pred_resting"": false, ""dist_to_ref"": 2577.4706497409584}, ""+10s"": {""pred_xy"": [-2786.677729263408, -947.2222861912924], ""pred_energy"": 47.50443013105857, ""pred_resting"": true, ""dist_to_ref"": 2943.263974948581}}","[-2786.677729263408, -947.2222861912924]",2060.3883125118264,0,1,0.17810739995911717,2ae73d4c906fc759,54b12b59fe50e351,valid
80,300,101,S15_D-15,15.0,-15.0,2,energy_death,22.9,False,229,100,80,0.0,0,4.7,0,14.8,3.4,0,0,0,195,47,0,47,False,False,4.8,9.6,13.1,6.6,6.6,22.9,,,46.419801578310654,False,,277.0,0.16835876369916036,1948.0763079267135,1991.0386688021872,,,,,"{""+1s"": {""pred_xy"": [-1943.8651416787561, -768.3068085114201], ""pred_energy"": 40.85676048671313, ""pred_resting"": false, ""dist_to_ref"": 2090.1930631017735}, ""+5s"": {""pred_xy"": [-2295.371461820275, -1027.2211707158767], ""pred_energy"": 18.57244582299078, ""pred_resting"": false, ""dist_to_ref"": 2514.7392471796834}, ""+10s"": {""pred_xy"": [-2535.599987113016, -1312.3550585864696], ""pred_energy"": 47.61818973985839, ""pred_resting"": true, ""dist_to_ref"": 2855.090733137044}}","[-2535.599987113016, -1312.3550585864696]",2000.2691440765657,0,1,0.1901816000463441,545746e093ac77f3,7432e057d16225fa,valid
80,300,101,S20_D0,20.0,0.0,0,energy_death,20.1,False,201,100,80,0.0,0,2.8,0,13.9,3.4,0,0,0,167,28,0,0,False,False,2.9,9.6,13.1,3.7,3.7,20.1,,,61.974892510162576,False,,280.5,0.0,1920.179240838369,1840.489915947723,,,,,"{""+1s"": {""pred_xy"": [-1949.926154526097, -29.825288256231033], ""pred_energy"": 56.40735842043219, ""pred_resting"": false, ""dist_to_ref"": 1950.15423900893}, ""+5s"": {""pred_xy"": [-2375.119311188446, 66.64824721265177], ""pred_energy"": 34.12481451618963, ""pred_resting"": false, ""dist_to_ref"": 2376.0542357523736}, ""+10s"": {""pred_xy"": [-2853.544051064294, 332.568381828627], ""pred_energy"": 6.27582216503224, ""pred_resting"": false, ""dist_to_ref"": 2872.858398869762}}","[-2853.544051064294, 332.568381828627]",1851.46582513782,0,0,0.16616199992131442,c64b50da9b2bb54e,ce5c92568ed57832,valid
80,300,101,S20_D0,20.0,0.0,1,energy_death,20.1,False,201,100,80,0.0,0,2.8,0,13.9,3.4,0,0,0,167,28,0,0,False,False,2.9,9.6,13.1,3.7,3.7,20.1,,,62.04361764261438,False,,280.5,0.0,1887.2668912184117,1831.210053582394,,,,,"{""+1s"": {""pred_xy"": [-1900.362928398491, -353.4658087898042], ""pred_energy"": 56.5011807392005, ""pred_resting"": false, ""dist_to_ref"": 1932.9555963898185}, ""+5s"": {""pred_xy"": [-2263.635756375901, -595.9302657382323], ""pred_energy"": 34.197682297929674, ""pred_resting"": false, ""dist_to_ref"": 2340.764772284122}, ""+10s"": {""pred_xy"": [-2420.461699043518, -1110.7757770048984], ""pred_energy"": 6.314393893117011, ""pred_resting"": false, ""dist_to_ref"": 2663.1668485690993}}","[-2420.461699043518, -1110.7757770048984]",1841.7337080087525,0,0,0.2805725000798702,743207d943bfe429,03d8ad83659bec08,valid
80,300,101,S20_D0,20.0,0.0,2,energy_death,20.1,False,201,100,80,0.0,0,2.8,0,13.9,3.4,0,0,0,167,28,0,0,False,False,2.9,9.6,13.1,3.7,3.7,20.1,,,62.001116105617946,False,,280.5,0.0,1852.4725063801461,1809.0036626384226,,,,,"{""+1s"": {""pred_xy"": [-1868.44316809483, 414.52022624610254], ""pred_energy"": 56.427201375988105, ""pred_resting"": false, ""dist_to_ref"": 1913.8722241485625}, ""+5s"": {""pred_xy"": [-2263.225341790777, 597.3798008583508], ""pred_energy"": 34.15499159735209, ""pred_resting"": false, ""dist_to_ref"": 2340.7373996665115}, ""+10s"": {""pred_xy"": [-2752.5188868078694, 841.3305290920161], ""pred_energy"": 6.274700552589075, ""pred_resting"": false, ""dist_to_ref"": 2878.228149646286}}","[-2752.5188868078694, 841.3305290920161]",1819.8786904634412,0,0,0.15563239995390177,9452270fec305f0b,2cefd1cf6f159dfe,valid
80,300,101,S20_D+15,20.0,15.0,0,energy_death,20.0,False,200,100,80,0.0,0,1.9,0,14.7,3.4,0,0,0,166,19,0,19,False,False,2.0,11.3,14.8,3.7,3.7,20.0,,,72.36105710447116,False,,280.0,0.10960236388575595,1451.5202807256665,1662.7621398986448,,,,,"{""+1s"": {""pred_xy"": [-1437.971498293362, 1027.6208343764683], ""pred_energy"": 66.80881339073402, ""pred_resting"": false, ""dist_to_ref"": 1767.4180629236098}, ""+5s"": {""pred_xy"": [-1635.1125231537544, 1416.9053784202442], ""pred_energy"": 44.52505012768244, ""pred_resting"": false, ""dist_to_ref"": 2163.611290128255}, ""+10s"": {""pred_xy"": [-1737.5936706125485, 1955.1655907231852], ""pred_energy"": 16.675235586185714, ""pred_resting"": false, ""dist_to_ref"": 2615.7033951311705}}","[-1737.5936706125485, 1955.1655907231852]",1673.1353858031746,0,0,0.16562490002252162,03efab748e3e91cf,0c8bad4732de7dd5,valid
80,300,101,S20_D+15,20.0,15.0,1,energy_death,20.0,False,200,100,80,0.0,0,1.9,0,14.7,3.4,0,0,0,166,19,0,19,False,False,2.0,11.3,14.8,3.7,3.7,20.0,,,72.44059825362795,False,,280.0,0.10960236388575595,1849.0581865891454,1769.451532307582,,,,,"{""+1s"": {""pred_xy"": [-1873.486386096377, 2.905482271961773], ""pred_energy"": 66.89462239954263, ""pred_resting"": false, ""dist_to_ref"": 1873.4886390676875}, ""+5s"": {""pred_xy"": [-2283.294129629854, -145.37890971088382], ""pred_energy"": 44.588338781292414, ""pred_resting"": false, ""dist_to_ref"": 2287.9176361466507}, ""+10s"": {""pred_xy"": [-2561.004900429897, -608.2819314648104], ""pred_energy"": 16.703000210580523, ""pred_resting"": false, ""dist_to_ref"": 2632.25245904957}}","[-2561.004900429897, -608.2819314648104]",1780.0354735611857,0,0,0.19873900001402944,5e0ada5ca2b13f0e,4b9444a91f74a3bf,valid
80,300,101,S20_D+15,20.0,15.0,2,energy_death,20.0,False,200,100,80,0.0,0,1.9,0,14.7,3.4,0,0,0,166,19,0,19,False,False,2.0,11.3,14.8,3.7,3.7,20.0,,,72.39850343180574,False,,280.0,0.10960236388575595,1621.819863648945,1678.9853451220763,,,,,"{""+1s"": {""pred_xy"": [-1613.1276822931432, 748.1775822504005], ""pred_energy"": 66.82634263626584, ""pred_resting"": false, ""dist_to_ref"": 1778.187451862852}, ""+5s"": {""pred_xy"": [-1938.821299055885, 1036.9013475314623], ""pred_energy"": 44.55583305468159, ""pred_resting"": false, ""dist_to_ref"": 2198.6797024999596}, ""+10s"": {""pred_xy"": [-2328.5797751239625, 1420.8112925763944], ""pred_energy"": 16.669711296750243, ""pred_resting"": false, ""dist_to_ref"": 2727.8175338957276}}","[-2328.5797751239625, 1420.8112925763944]",1689.4261771834745,0,0,0.15919739997480065,9715df0350dcae8e,4563bf9420fb2fdb,valid
80,300,101,S20_D-15,20.0,-15.0,0,energy_death,20.0,False,200,100,80,0.0,0,1.9,0,14.7,3.4,0,0,0,166,19,0,19,False,False,2.0,11.3,14.8,3.7,3.7,20.0,,,72.36105710447114,False,,280.0,0.10960236388575595,1765.5409585725229,1733.0417332089605,,,,,"{""+1s"": {""pred_xy"": [-1794.4404702245292, -417.9311266664563], ""pred_energy"": 66.808813390734, ""pred_resting"": false, ""dist_to_ref"": 1842.4665608407452}, ""+5s"": {""pred_xy"": [-2230.376989668748, -398.78978582452874], ""pred_energy"": 44.52505012768243, ""pred_resting"": false, ""dist_to_ref"": 2265.748178708702}, ""+10s"": {""pred_xy"": [-2749.7084850559186, -224.0864955527104], ""pred_energy"": 16.6752355861857, ""pred_resting"": false, ""dist_to_ref"": 2758.8242985513975}}","[-2749.7084850559186, -224.0864955527104]",1743.9661217253183,0,0,0.17560189997311682,0518ac3df27ff940,55909c716cc32dfb,valid
